,Satznummer_Auto,Artikeltext_Auto,"V9_KKI_Relevanz 
0 = nicht relevant, 1 = relevant","V10_Erwähnung_KKI_Angebot 
0 = nicht relevant, 1 = wird nicht erwähnt, 2 = wird erwähnt","V11_Bewertung_KKI 
0 = nicht relevant, 1 = negativ, 2 = positiv, 3= neutral","V12_Frame_Risiko_Fortschritt_Gemischt 
0 = nicht relevant, 1 = Risiko, 2 = Fortschritt, 3 = gemischt, 33 = kein Frame","V13_Risiko_Typ 
0 = nicht relevant, 1 =   Gesellschaftsrisiken, 2 =  Sicherheitsrisiken, 3 = Wirtschaftsrisiken, 4 = Informationsrisiken, 5 = Existentielle Risiken, 77 = kein konkretes Risiko, 99 = mehrere Risiken, 88 = anderes Risiko, 33 = kein Risiko","V13_2_Risiko_Typ_Anderes 
offenes Codieren","V14_Fortschritt_Typ 
0 = nicht relevant, 1 = Gesellschaftlicher Fortschritt, 2 = Gesundheitlicher Fortschritt, 3 = Wirtschaftlicher Fortschritt, 4 = Technologischer Fortschritt, 5 = Fortschritt zum Wohle der Menschheit, 77 = kein konkreter Fortschritt, 99 = mehrere Fortschrittstypen, 88 = anderer Fortschritt, 33 = kein Fortschritt","V14_2_Fortschritt_Typ_Anderes 
offenes Codieren",article_id,prefix,suffix
1289,70,"Inakzeptables Risiko Diese höchste Risikostufe umfasst verbotene KI-Anwendungen zum Beispiel solche zum Social Scoring, also der staatlichen Bewertung von Verhalten.",1,1,3,1,1,0,33,0.0,875,"Für sie sollen die neuen Regeln nicht gelten. In die Kategorie begrenztes Risiko fallen zum Beispiel Chatbots mit KI. Für diese Systeme sollen Transparenzverpflichtungen gelten. Hohes Risiko Anwendungen dieser Risikoklasse stehen im Zentrum der Regulierungsbemühungen, für sie gilt das Gros der Vorschriften. Hierzu zählen etwa KI-Systeme für kritische Infrastrukturen, Grenzkontrollen, Kreditvergabe oder Personalauswahl.", 
1299,10,"Rede stammt vom Chatbot Dann holte der Oberbürgermeister doch noch Papier hervor und sagte zur Belustigung des Publikums, dass er sich vom Chatbot ChatGPT diesen ersten Teil habe schreiben lassen.",1,2,3,33,33,0,33,0.0,2441,"Daraus ist eine Tradition geworden: Auch der damalige Oberbürgermeister Ulrich Maly (im Jahr 2005) sowie der heutige Ministerpräsident Markus Söder (2014, noch als Finanzminister) durften die Fischskulptur schon für ein Jahr nach Hause nehmen. Vergangenes Jahr ging der Wanderpokal an OB Marcus König, der ihn nun an seinen Nachfolger Hans-Peter Trinkl, Vorstand der Landesgewerbeanstalt Bayern (LGA), weiterreichte.,, Das ist ein honorig-humoriger Preis "", freute sich Trinkl bei der Ehrung im Festsaal des Arvena-Park-Hotels in Nürnberg-Langwasser. Der Laudatio von König habe er etwas sorgenvoll entgegengeblickt, denn man kenne sich gut und der Oberbürgermeister wisse viel über ihn, sagte der LGA-Vorstand schmunzelnd. Aber die größten Geheimnisse seien,, ungelüftet geblieben "". König, sonst immer mit Zetteln unterwegs, hatte zuvor den Beginn seiner Rede diesmal vom Smartphone abgelesen und dabei unter anderem darüber räsoniert, dass Trinkl genau wie der Hering seinen Weg gehe, auch wenn,, die Strömungen des Lebens "" gegen ihn zu sein scheinen.","Anschließend erinnerte König daran, dass Trinkl ein wichtiger politischer Wegbegleiter für ihn gewesen sei. Immerhin war der LGA-Vorstand auch einmal Vorsitzender der Jungen Union in Nürnberg. König folgte ihm in diesem Amt nach - und als Stadtchef der Nachwuchsorganisation der Konservativen sei ihm dann bei der Kommunalwahl 2008 ein guter Platz auf der Stadtratsliste der CSU sicher gewesen. Der Grundstein für Königs spätere politische Laufbahn war gelegt.,, Hans-Peter Trinkl ist ein guter Freund und ein würdiger Heringsträger "", sagte König."
1310,1,"Die Berliner Schulverwaltung empfiehlt den Lehrern, die Leistung von Schülern mit null Punkten zu bewerten, wenn sie einen Text als eigene Leistung ausgeben, den in Wirklichkeit eine Künstliche Intelligenz (KI) geschrieben hat.",1,1,3,1,4,0,33,0.0,576, ,"Zum Beispiel das KI-Sprachmodell ChatGPT, das seit einiger Zeit im Internet zugänglich ist. Dass dringend Schritte eingeleitet werden müssen, um die Folgen der KI-Nutzung in der Bildung in den Griff zu bekommen, ist unbestritten. Die KI bietet schließlich nicht nur neuartige Chancen. Sie kann auch Fake-Inhalte produzieren bis hin zu Quellen, die gar nicht existieren."
1311,2,"Zum Beispiel das KI-Sprachmodell ChatGPT, das seit einiger Zeit im Internet zugänglich ist.",1,2,3,33,33,0,33,0.0,576,"Die Berliner Schulverwaltung empfiehlt den Lehrern, die Leistung von Schülern mit null Punkten zu bewerten, wenn sie einen Text als eigene Leistung ausgeben, den in Wirklichkeit eine Künstliche Intelligenz (KI) geschrieben hat.","Dass dringend Schritte eingeleitet werden müssen, um die Folgen der KI-Nutzung in der Bildung in den Griff zu bekommen, ist unbestritten. Die KI bietet schließlich nicht nur neuartige Chancen. Sie kann auch Fake-Inhalte produzieren bis hin zu Quellen, die gar nicht existieren. Die Probleme beginnen damit, dass Lehrer kaum nachweisen können, ob die Lösung einer Aufgabe oder ein Aufsatz von einer KI stammt."
1312,3,"Dass dringend Schritte eingeleitet werden müssen, um die Folgen der KI-Nutzung in der Bildung in den Griff zu bekommen, ist unbestritten.",1,1,1,1,1,0,33,0.0,576,"Die Berliner Schulverwaltung empfiehlt den Lehrern, die Leistung von Schülern mit null Punkten zu bewerten, wenn sie einen Text als eigene Leistung ausgeben, den in Wirklichkeit eine Künstliche Intelligenz (KI) geschrieben hat. Zum Beispiel das KI-Sprachmodell ChatGPT, das seit einiger Zeit im Internet zugänglich ist.","Die KI bietet schließlich nicht nur neuartige Chancen. Sie kann auch Fake-Inhalte produzieren bis hin zu Quellen, die gar nicht existieren. Die Probleme beginnen damit, dass Lehrer kaum nachweisen können, ob die Lösung einer Aufgabe oder ein Aufsatz von einer KI stammt. Für den Verdacht einer Täuschung soll hier genügen, dass der Text in Duktus, Wortwahl oder Stil erheblich von den sonstigen Leistungen des Schülers abweicht."
1313,4,Die KI bietet schließlich nicht nur neuartige Chancen.,1,1,1,3,77,0,77,0.0,576,"Die Berliner Schulverwaltung empfiehlt den Lehrern, die Leistung von Schülern mit null Punkten zu bewerten, wenn sie einen Text als eigene Leistung ausgeben, den in Wirklichkeit eine Künstliche Intelligenz (KI) geschrieben hat. Zum Beispiel das KI-Sprachmodell ChatGPT, das seit einiger Zeit im Internet zugänglich ist. Dass dringend Schritte eingeleitet werden müssen, um die Folgen der KI-Nutzung in der Bildung in den Griff zu bekommen, ist unbestritten.","Sie kann auch Fake-Inhalte produzieren bis hin zu Quellen, die gar nicht existieren. Die Probleme beginnen damit, dass Lehrer kaum nachweisen können, ob die Lösung einer Aufgabe oder ein Aufsatz von einer KI stammt. Für den Verdacht einer Täuschung soll hier genügen, dass der Text in Duktus, Wortwahl oder Stil erheblich von den sonstigen Leistungen des Schülers abweicht. Das wird sicher Diskussionen zur Folge haben."
1314,5,"Sie kann auch Fake-Inhalte produzieren bis hin zu Quellen, die gar nicht existieren.",1,1,1,1,4,0,33,0.0,576,"Die Berliner Schulverwaltung empfiehlt den Lehrern, die Leistung von Schülern mit null Punkten zu bewerten, wenn sie einen Text als eigene Leistung ausgeben, den in Wirklichkeit eine Künstliche Intelligenz (KI) geschrieben hat. Zum Beispiel das KI-Sprachmodell ChatGPT, das seit einiger Zeit im Internet zugänglich ist. Dass dringend Schritte eingeleitet werden müssen, um die Folgen der KI-Nutzung in der Bildung in den Griff zu bekommen, ist unbestritten. Die KI bietet schließlich nicht nur neuartige Chancen.","Die Probleme beginnen damit, dass Lehrer kaum nachweisen können, ob die Lösung einer Aufgabe oder ein Aufsatz von einer KI stammt. Für den Verdacht einer Täuschung soll hier genügen, dass der Text in Duktus, Wortwahl oder Stil erheblich von den sonstigen Leistungen des Schülers abweicht. Das wird sicher Diskussionen zur Folge haben. Deshalb ist es wichtig, dass die Handreichung empfiehlt, dem Anfangsverdacht im Gespräch nachzugehen."
1315,6,"Die Probleme beginnen damit, dass Lehrer kaum nachweisen können, ob die Lösung einer Aufgabe oder ein Aufsatz von einer KI stammt.",1,1,1,1,4,0,33,0.0,576,"Die Berliner Schulverwaltung empfiehlt den Lehrern, die Leistung von Schülern mit null Punkten zu bewerten, wenn sie einen Text als eigene Leistung ausgeben, den in Wirklichkeit eine Künstliche Intelligenz (KI) geschrieben hat. Zum Beispiel das KI-Sprachmodell ChatGPT, das seit einiger Zeit im Internet zugänglich ist. Dass dringend Schritte eingeleitet werden müssen, um die Folgen der KI-Nutzung in der Bildung in den Griff zu bekommen, ist unbestritten. Die KI bietet schließlich nicht nur neuartige Chancen. Sie kann auch Fake-Inhalte produzieren bis hin zu Quellen, die gar nicht existieren.","Für den Verdacht einer Täuschung soll hier genügen, dass der Text in Duktus, Wortwahl oder Stil erheblich von den sonstigen Leistungen des Schülers abweicht. Das wird sicher Diskussionen zur Folge haben. Deshalb ist es wichtig, dass die Handreichung empfiehlt, dem Anfangsverdacht im Gespräch nachzugehen. Noch wichtiger ist allerdings, dass die Berliner Handreichung die KI nicht generell als Feind betrachtet."
1316,7,"Für den Verdacht einer Täuschung soll hier genügen, dass der Text in Duktus, Wortwahl oder Stil erheblich von den sonstigen Leistungen des Schülers abweicht.",1,1,3,33,33,0,33,0.0,576,"Zum Beispiel das KI-Sprachmodell ChatGPT, das seit einiger Zeit im Internet zugänglich ist. Dass dringend Schritte eingeleitet werden müssen, um die Folgen der KI-Nutzung in der Bildung in den Griff zu bekommen, ist unbestritten. Die KI bietet schließlich nicht nur neuartige Chancen. Sie kann auch Fake-Inhalte produzieren bis hin zu Quellen, die gar nicht existieren. Die Probleme beginnen damit, dass Lehrer kaum nachweisen können, ob die Lösung einer Aufgabe oder ein Aufsatz von einer KI stammt.","Das wird sicher Diskussionen zur Folge haben. Deshalb ist es wichtig, dass die Handreichung empfiehlt, dem Anfangsverdacht im Gespräch nachzugehen. Noch wichtiger ist allerdings, dass die Berliner Handreichung die KI nicht generell als Feind betrachtet. Die KI soll aktiv im Schulunterricht behandelt werden, um Schüler zu einem verantwortungsvollen Umgang mit ihr zu befähigen."
1317,8,Das wird sicher Diskussionen zur Folge haben.,1,1,3,33,33,0,33,0.0,576,"Dass dringend Schritte eingeleitet werden müssen, um die Folgen der KI-Nutzung in der Bildung in den Griff zu bekommen, ist unbestritten. Die KI bietet schließlich nicht nur neuartige Chancen. Sie kann auch Fake-Inhalte produzieren bis hin zu Quellen, die gar nicht existieren. Die Probleme beginnen damit, dass Lehrer kaum nachweisen können, ob die Lösung einer Aufgabe oder ein Aufsatz von einer KI stammt. Für den Verdacht einer Täuschung soll hier genügen, dass der Text in Duktus, Wortwahl oder Stil erheblich von den sonstigen Leistungen des Schülers abweicht.","Deshalb ist es wichtig, dass die Handreichung empfiehlt, dem Anfangsverdacht im Gespräch nachzugehen. Noch wichtiger ist allerdings, dass die Berliner Handreichung die KI nicht generell als Feind betrachtet. Die KI soll aktiv im Schulunterricht behandelt werden, um Schüler zu einem verantwortungsvollen Umgang mit ihr zu befähigen. Wahrscheinlich ist das angesichts der Zustände an vielen Schulen ein frommer Wunsch."
1319,10,"Noch wichtiger ist allerdings, dass die Berliner Handreichung die KI nicht generell als Feind betrachtet.",1,1,3,3,77,0,77,0.0,576,"Sie kann auch Fake-Inhalte produzieren bis hin zu Quellen, die gar nicht existieren. Die Probleme beginnen damit, dass Lehrer kaum nachweisen können, ob die Lösung einer Aufgabe oder ein Aufsatz von einer KI stammt. Für den Verdacht einer Täuschung soll hier genügen, dass der Text in Duktus, Wortwahl oder Stil erheblich von den sonstigen Leistungen des Schülers abweicht. Das wird sicher Diskussionen zur Folge haben. Deshalb ist es wichtig, dass die Handreichung empfiehlt, dem Anfangsverdacht im Gespräch nachzugehen.","Die KI soll aktiv im Schulunterricht behandelt werden, um Schüler zu einem verantwortungsvollen Umgang mit ihr zu befähigen. Wahrscheinlich ist das angesichts der Zustände an vielen Schulen ein frommer Wunsch. Aber es ist der einzige Weg, um einen wirklichen Bildungseffekt zu erzielen. Etwa bei diesen Fragen: Wie findet man echte Quellen, um die Aussagen der KI selbst zu überprüfen?"
1320,11,"Die KI soll aktiv im Schulunterricht behandelt werden, um Schüler zu einem verantwortungsvollen Umgang mit ihr zu befähigen.",1,1,2,2,33,0,1,0.0,576,"Die Probleme beginnen damit, dass Lehrer kaum nachweisen können, ob die Lösung einer Aufgabe oder ein Aufsatz von einer KI stammt. Für den Verdacht einer Täuschung soll hier genügen, dass der Text in Duktus, Wortwahl oder Stil erheblich von den sonstigen Leistungen des Schülers abweicht. Das wird sicher Diskussionen zur Folge haben. Deshalb ist es wichtig, dass die Handreichung empfiehlt, dem Anfangsverdacht im Gespräch nachzugehen. Noch wichtiger ist allerdings, dass die Berliner Handreichung die KI nicht generell als Feind betrachtet.","Wahrscheinlich ist das angesichts der Zustände an vielen Schulen ein frommer Wunsch. Aber es ist der einzige Weg, um einen wirklichen Bildungseffekt zu erzielen. Etwa bei diesen Fragen: Wie findet man echte Quellen, um die Aussagen der KI selbst zu überprüfen? Wie lassen sich Falschaussagen erkennen?"
1321,12,Wahrscheinlich ist das angesichts der Zustände an vielen Schulen ein frommer Wunsch.,1,1,3,33,33,0,33,0.0,576,"Für den Verdacht einer Täuschung soll hier genügen, dass der Text in Duktus, Wortwahl oder Stil erheblich von den sonstigen Leistungen des Schülers abweicht. Das wird sicher Diskussionen zur Folge haben. Deshalb ist es wichtig, dass die Handreichung empfiehlt, dem Anfangsverdacht im Gespräch nachzugehen. Noch wichtiger ist allerdings, dass die Berliner Handreichung die KI nicht generell als Feind betrachtet. Die KI soll aktiv im Schulunterricht behandelt werden, um Schüler zu einem verantwortungsvollen Umgang mit ihr zu befähigen.","Aber es ist der einzige Weg, um einen wirklichen Bildungseffekt zu erzielen. Etwa bei diesen Fragen: Wie findet man echte Quellen, um die Aussagen der KI selbst zu überprüfen? Wie lassen sich Falschaussagen erkennen? Viel wichtiger als das reine Abspulen von Leistungen ist das Erlernen einer kritischen Auseinandersetzung mit allen Vorgängen auf dieser Welt."
1322,13,"Aber es ist der einzige Weg, um einen wirklichen Bildungseffekt zu erzielen.",1,1,2,2,33,0,1,0.0,576,"Das wird sicher Diskussionen zur Folge haben. Deshalb ist es wichtig, dass die Handreichung empfiehlt, dem Anfangsverdacht im Gespräch nachzugehen. Noch wichtiger ist allerdings, dass die Berliner Handreichung die KI nicht generell als Feind betrachtet. Die KI soll aktiv im Schulunterricht behandelt werden, um Schüler zu einem verantwortungsvollen Umgang mit ihr zu befähigen. Wahrscheinlich ist das angesichts der Zustände an vielen Schulen ein frommer Wunsch.","Etwa bei diesen Fragen: Wie findet man echte Quellen, um die Aussagen der KI selbst zu überprüfen? Wie lassen sich Falschaussagen erkennen? Viel wichtiger als das reine Abspulen von Leistungen ist das Erlernen einer kritischen Auseinandersetzung mit allen Vorgängen auf dieser Welt."
1323,14,"Etwa bei diesen Fragen: Wie findet man echte Quellen, um die Aussagen der KI selbst zu überprüfen?",1,1,3,2,33,0,1,0.0,576,"Deshalb ist es wichtig, dass die Handreichung empfiehlt, dem Anfangsverdacht im Gespräch nachzugehen. Noch wichtiger ist allerdings, dass die Berliner Handreichung die KI nicht generell als Feind betrachtet. Die KI soll aktiv im Schulunterricht behandelt werden, um Schüler zu einem verantwortungsvollen Umgang mit ihr zu befähigen. Wahrscheinlich ist das angesichts der Zustände an vielen Schulen ein frommer Wunsch. Aber es ist der einzige Weg, um einen wirklichen Bildungseffekt zu erzielen.",Wie lassen sich Falschaussagen erkennen? Viel wichtiger als das reine Abspulen von Leistungen ist das Erlernen einer kritischen Auseinandersetzung mit allen Vorgängen auf dieser Welt.
1324,15,Wie lassen sich Falschaussagen erkennen?,1,1,3,2,33,0,1,0.0,576,"Noch wichtiger ist allerdings, dass die Berliner Handreichung die KI nicht generell als Feind betrachtet. Die KI soll aktiv im Schulunterricht behandelt werden, um Schüler zu einem verantwortungsvollen Umgang mit ihr zu befähigen. Wahrscheinlich ist das angesichts der Zustände an vielen Schulen ein frommer Wunsch. Aber es ist der einzige Weg, um einen wirklichen Bildungseffekt zu erzielen. Etwa bei diesen Fragen: Wie findet man echte Quellen, um die Aussagen der KI selbst zu überprüfen?",Viel wichtiger als das reine Abspulen von Leistungen ist das Erlernen einer kritischen Auseinandersetzung mit allen Vorgängen auf dieser Welt.
1338,13,Wie andere Medienunternehmen und Branchen beschäftigt sich auch DuMont mit dem Thema Künstliche Intelligenz (KI).,1,1,3,33,33,0,33,0.0,984,"Gewinnzahlen wurden nicht genannt. DuMont-Chef Bauer sagte, das Unternehmen mache 16 Prozent Umsatzrendite. "" Wir hatten das umfassendste Investitionsjahr - nicht nur durch Zukäufe, sondern im Unternehmen selbst. "" Zum Ausblick 2023 erläuterte der Manager, es gebe eine schwächelnde Konjunktur und eine große Verunsicherung bei Konsumenten, der Werbemarkt sei "" implodiert "". Bauer führte auch Steigerungen bei Energie- und Produktionskosten sowie weiterhin hohe Papierpreise an.","CEO Bauer zufolge gibt es bereits gut 25 Anwendungsfälle. So würden zum Beispiel bei den Regionalmedien Recherchetools unterstützend eingesetzt, und bei der Vermarktung gebe es Effizienzvorteile durch Automatisierung. Bauer machte zugleich klar: "" Dieser Hype: Wir ersetzen jetzt Journalisten - das beschäftigt uns gar nicht. "" Es gehe vielmehr um die Frage, wie man das Angebot zum Beispiel besser personalisieren und vermarkten könne."
